v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV0312-INC-P1G-012,P1-T2,任务2：室外环境信息采集,P1T2-N01,明确室外信息采集任务与用途,decomposes,任务拆分详细节点,P1-T2补拆进入明确室外信息采集任务与用途节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,13,candidate
EV0312-INC-P1G-013,P1-T2,任务2：室外环境信息采集,P1T2-N02,识别室外采集对象和场景类别,decomposes,任务拆分详细节点,P1-T2补拆进入识别室外采集对象和场景类别节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,14,candidate
EV0312-INC-P1G-014,P1-T2,任务2：室外环境信息采集,P1T2-N03,识别塔型、天馈和室外设备信息,decomposes,任务拆分详细节点,P1-T2补拆进入识别塔型、天馈和室外设备信息节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,15,candidate
EV0312-INC-P1G-015,P1-T2,任务2：室外环境信息采集,P1T2-N04,完成室外环境与覆盖信息采集记录,decomposes,任务拆分详细节点,P1-T2补拆进入完成室外环境与覆盖信息采集记录节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,16,candidate
EV0312-INC-P1G-016,P1-T2,任务2：室外环境信息采集,P1T2-N05,核查室外采集数据完整性与风险项,decomposes,任务拆分详细节点,P1-T2补拆进入核查室外采集数据完整性与风险项节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,17,candidate
EV0312-INC-P1G-017,P1-T2,任务2：室外环境信息采集,P1T2-N06,输出室外信息采集成果并衔接后续任务,decomposes,任务拆分详细节点,P1-T2补拆进入输出室外信息采集成果并衔接后续任务节点。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,18,candidate
EV0312-INC-P1G-018,P1T2-N01,明确室外信息采集任务与用途,P1T2-N02,识别室外采集对象和场景类别,direct_progression,内部递进,明确室外信息采集任务与用途之后进入识别室外采集对象和场景类别。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,38,candidate
EV0312-INC-P1G-019,P1T2-N02,识别室外采集对象和场景类别,P1T2-N03,识别塔型、天馈和室外设备信息,direct_progression,内部递进,识别室外采集对象和场景类别之后进入识别塔型、天馈和室外设备信息。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,39,candidate
EV0312-INC-P1G-020,P1T2-N03,识别塔型、天馈和室外设备信息,P1T2-N04,完成室外环境与覆盖信息采集记录,direct_progression,内部递进,识别塔型、天馈和室外设备信息之后进入完成室外环境与覆盖信息采集记录。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,40,candidate
EV0312-INC-P1G-021,P1T2-N04,完成室外环境与覆盖信息采集记录,P1T2-N05,核查室外采集数据完整性与风险项,direct_progression,内部递进,完成室外环境与覆盖信息采集记录之后进入核查室外采集数据完整性与风险项。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,41,candidate
EV0312-INC-P1G-022,P1T2-N05,核查室外采集数据完整性与风险项,P1T2-N06,输出室外信息采集成果并衔接后续任务,direct_progression,内部递进,核查室外采集数据完整性与风险项之后进入输出室外信息采集成果并衔接后续任务。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,42,candidate
EV0312-INC-P1G-023,P1T1-N01,明确室内信息采集任务与用途,P1T2-N01,明确室外信息采集任务与用途,parallel_branch,并列采集分支,室内采集和室外采集同属环境信息采集，按并列分支组织。,P1-T1,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,63,candidate
EV0312-INC-P1G-024,P1T1-N03,选择并使用室内采集工具,P1T2-N02,识别室外采集对象和场景类别,shared_method,共性方法支撑,室内工具选择方法支撑室外采集对象和工具准备。,P1-T1,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,65,candidate
EV0312-INC-P1G-025,P1T1-N06,输出室内信息采集成果并衔接后续任务,P1T3-N03,现场核实投诉场景与业务现象,handoff,成果交接,室内采集成果支撑投诉现场场景核实。,P1-T1,P1-T3,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,67,candidate
EV0312-INC-P1G-026,P1T2-N06,输出室外信息采集成果并衔接后续任务,P1T3-N03,现场核实投诉场景与业务现象,handoff,成果交接,室外采集成果支撑投诉现场无线环境核实。,P1-T2,P1-T3,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,69,candidate
EV0312-INC-P1G-027,P1T1-N05,核查室内采集数据完整性与异常项,P1T3-N04,形成投诉初判与后续任务入口,supporting_judgement,支撑判断,室内采集完整性支撑投诉初判与后续任务入口。,P1-T1,P1-T3,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,71,candidate
EV0312-INC-P1G-028,P1T2-N05,核查室外采集数据完整性与风险项,P1T3-N04,形成投诉初判与后续任务入口,supporting_judgement,支撑判断,室外采集完整性支撑投诉初判与后续任务入口。,P1-T2,P1-T3,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,73,candidate
EV0312-INC-P1G-029,P1T1-N06,输出室内信息采集成果并衔接后续任务,P2T1-N02,准备测试资料、工具设备与入场许可,prerequisite,前置基础,室内采集成果支撑测试资料和入场准备。,P1-T1,P2-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,75,candidate
EV0312-INC-P1G-030,P1T2-N06,输出室外信息采集成果并衔接后续任务,P2T1-N04,规划DT路线与CQT测试场景,prerequisite,前置基础,室外采集成果支撑DT路线和CQT场景规划。,P1-T2,P2-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,77,candidate
EV0312-INC-P1G-031,P1T1-N06,输出室内信息采集成果并衔接后续任务,P3T1-N05,定位仿真实训系统中的典型任务入口,task_mapping,任务入口映射,室内信息采集成果可在网管仿真入口中作为数据采集入口示例。,P1-T1,P3-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,79,candidate
EV0312-INC-P1G-032,P1T2-N06,输出室外信息采集成果并衔接后续任务,P3T1-N06,建立功能入口与后续学习任务的映射,task_mapping,任务入口映射,室外信息采集成果可进入后续网管、测试和优化任务映射。,P1-T2,P3-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,81,candidate
EV0312-INC-P1G-033,P1T1-N06,输出室内信息采集成果并衔接后续任务,P4T1-N01,明确优化对象与实施边界,prerequisite,前置基础,室内基础信息支撑优化对象和实施边界识别。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,83,candidate
EV0312-INC-P1G-034,P1T2-N06,输出室外信息采集成果并衔接后续任务,P4T1-N01,明确优化对象与实施边界,prerequisite,前置基础,室外覆盖环境信息支撑优化对象和实施边界识别。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,85,candidate
EV0312-INC-P1G-035,P1T2-N06,输出室外信息采集成果并衔接后续任务,P5T1-N01,明确全网性能指标采集任务与服务质量问题,prerequisite,前置基础,室外环境和覆盖场景支撑全网性能指标采集任务背景。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,87,candidate
EV0312-INC-P1G-036,P1T1-N01,明确室内信息采集任务与用途,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,明确室内信息采集任务与用途主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,106,candidate
EV0312-INC-P1G-037,P1T1-N02,识别室内采集对象和字段类别,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,识别室内采集对象和字段类别主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,107,candidate
EV0312-INC-P1G-038,P1T1-N03,选择并使用室内采集工具,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,选择并使用室内采集工具主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,108,candidate
EV0312-INC-P1G-039,P1T1-N04,完成室内设备与配套信息采集记录,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,完成室内设备与配套信息采集记录主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,109,candidate
EV0312-INC-P1G-040,P1T1-N05,核查室内采集数据完整性与异常项,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,核查室内采集数据完整性与异常项主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,110,candidate
EV0312-INC-P1G-041,P1T1-N06,输出室内信息采集成果并衔接后续任务,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,输出室内信息采集成果并衔接后续任务主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T1,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,111,candidate
EV0312-INC-P1G-042,P1T2-N01,明确室外信息采集任务与用途,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,明确室外信息采集任务与用途主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,112,candidate
EV0312-INC-P1G-043,P1T2-N02,识别室外采集对象和场景类别,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,识别室外采集对象和场景类别主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,113,candidate
EV0312-INC-P1G-044,P1T2-N03,识别塔型、天馈和室外设备信息,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,识别塔型、天馈和室外设备信息主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,114,candidate
EV0312-INC-P1G-045,P1T2-N04,完成室外环境与覆盖信息采集记录,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,完成室外环境与覆盖信息采集记录主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,115,candidate
EV0312-INC-P1G-046,P1T2-N05,核查室外采集数据完整性与风险项,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,核查室外采集数据完整性与风险项主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,116,candidate
EV0312-INC-P1G-047,P1T2-N06,输出室外信息采集成果并衔接后续任务,AU-01,场景、站点与投诉信息采集,ability_mapping,能力挂接,输出室外信息采集成果并衔接后续任务主挂AU-01，用于场景、站点与投诉信息采集能力统计。,P1-T2,,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,内部试拆,117,candidate
EV0312-INC-P1G-048,P1T1N02-C02,室内采集字段分类表资源,P1T1-N02,识别室内采集对象和字段类别,resource_evidence,资源证据,室内采集字段分类表支撑字段类别识别。,P1-T1,P1-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,138,candidate
EV0312-INC-P1G-049,P1T1N04-W04,室内信息采集记录表,P1T1-N04,完成室内设备与配套信息采集记录,resource_evidence,资源证据,室内信息采集记录表支撑采集记录。,P1-T1,P1-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,139,candidate
EV0312-INC-P1G-050,P1T2N02-C02,室外采集字段分类表资源,P1T2-N02,识别室外采集对象和场景类别,resource_evidence,资源证据,室外采集字段分类表支撑对象和场景类别识别。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,140,candidate
EV0312-INC-P1G-051,P1T2N03-C03,塔型与天馈识别资源,P1T2-N03,识别塔型、天馈和室外设备信息,resource_evidence,资源证据,塔型与天馈识别图支撑室外设备识别。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,141,candidate
EV0312-INC-P1G-052,P1T2N04-W04,室外信息采集记录表,P1T2-N04,完成室外环境与覆盖信息采集记录,resource_evidence,资源证据,室外信息采集记录表支撑室外环境记录。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,142,candidate
EV0312-INC-P1G-053,P1T1N06-W06,室内采集成果包,P1T1-N06,输出室内信息采集成果并衔接后续任务,resource_evidence,资源证据,室内成果包模板支撑后续任务交接。,P1-T1,P1-T1,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,143,candidate
EV0312-INC-P1G-054,P1T2N06-W06,室外采集成果包,P1T2-N06,输出室外信息采集成果并衔接后续任务,resource_evidence,资源证据,室外成果包模板支撑后续任务交接。,P1-T2,P1-T2,v0312_increment,reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证实施计划.md;reports/P1-T1_P1-T2基于V0.3.12主数据成组补拆验证报告.md,待专业复核,144,candidate
