v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV04-INC-P2T1-011,P2T1-N01,明确DT/CQT测试任务与验收口径,P2T1-N04,规划DT路线与CQT测试场景,supports,支撑判断,测试目标、业务类型和验收口径决定路线和测试点选择。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-012,P2T1-N04,规划DT路线与CQT测试场景,P2T1-N05,执行DT路测采集并记录异常事件,precedes,直接递进,DT路测采集必须基于已规划路线、方向和覆盖边界。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-013,P2T1-N04,规划DT路线与CQT测试场景,P2T1-N06,执行CQT定点业务测试并记录质量,precedes,直接递进,CQT定点测试必须基于已规划室内外场景和测试点。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-014,P2T1-N03,配置测试软硬件并完成连通性检查,P2T1-N05,执行DT路测采集并记录异常事件,precedes,前置基础,DT路测采集前必须确认测试设备、GPS和采集软件可用。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-015,P2T1-N03,配置测试软硬件并完成连通性检查,P2T1-N06,执行CQT定点业务测试并记录质量,precedes,前置基础,CQT测试前必须确认测试终端、测试卡和业务测试配置可用。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-016,P2T1-N05,执行DT路测采集并记录异常事件,P2T1-N07,保存测试LOG并移交测试资料包,precedes,直接递进,DT采集记录进入最终LOG和资料包归档。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-017,P2T1-N06,执行CQT定点业务测试并记录质量,P2T1-N07,保存测试LOG并移交测试资料包,precedes,直接递进,CQT业务测试记录进入最终测试资料包归档。,P2-T1,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-018,P2T1-N01,明确DT/CQT测试任务与验收口径,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N01主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-019,P2T1-N02,准备测试资料、工具设备与入场许可,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N02主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-020,P2T1-N03,配置测试软硬件并完成连通性检查,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N03主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-021,P2T1-N04,规划DT路线与CQT测试场景,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N04主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-022,P2T1-N05,执行DT路测采集并记录异常事件,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N05主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-023,P2T1-N06,执行CQT定点业务测试并记录质量,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N06主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-024,P2T1-N07,保存测试LOG并移交测试资料包,AU-02,测试准备与测试执行,maps_to,能力挂接,P2T1-N07主挂AU-02，用于测试准备与执行能力统计。,P2-T1,P2-T1,v04_increment,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,内部试拆,2,current
EV04-INC-P2T1-025,P1T3-N02,核实投诉关键信息并填写信息单,P2T1-N01,明确DT/CQT测试任务与验收口径,supports,支撑判断,投诉时间、地点、业务类型和影响范围支撑测试任务与口径确认。,P1-T3,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,2,current
EV04-INC-P2T1-026,P1T3-N03,现场核实投诉场景与业务现象,P2T1-N04,规划DT路线与CQT测试场景,precedes,直接递进,现场核实确认需要测试时进入路线和场景规划。,P1-T3,P2-T1,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,2,current
EV04-INC-P2T1-027,P2T1-N03,配置测试软硬件并完成连通性检查,P2T2-N02,按排查路径处理设备、软件与数据问题,supports,支撑判断,软硬件连通性检查中的失败现象可进入设备、软件与数据问题处理。,P2-T1,P2-T2,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,2,current
EV04-INC-P2T1-028,P2T1-N05,执行DT路测采集并记录异常事件,P2T2-N01,判断测试异常现象与影响范围,precedes,问题回流,DT采集过程中的异常事件进入P2-T2异常现象判断。,P2-T1,P2-T2,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,1,current
EV04-INC-P2T1-029,P2T1-N07,保存测试LOG并移交测试资料包,P2T3-N01,明确分析任务与数据来源,precedes,直接递进,测试交付包进入P2-T3数据分析任务和数据来源确认。,P2-T1,P2-T3,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-030,P2T1-N07,保存测试LOG并移交测试资料包,P2T3-N02,完成LOG导入与报告导出,precedes,直接递进,测试LOG文件进入P2-T3导入和报告导出流程。,P2-T1,P2-T3,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,内部试拆,1,current
EV04-INC-P2T1-031,P2T1-N07,保存测试LOG并移交测试资料包,P4T2-N01,识别验证场景,supports,支撑判断,规范测试资料包可作为后续结果验证场景识别的数据来源之一。,P2-T1,P4-T2,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,3,current
EV04-INC-P2T1-032,P2T1-N07,保存测试LOG并移交测试资料包,P5T3-N02,选择验证数据源与复测路径,supports,支撑判断,测试交付包和路线记录可支撑后续复测路径和数据源选择。,P2-T1,P5-T3,v04_increment,reports/P2-T1基于V0.4主数据补拆验证报告.md,待专业复核,3,current
