binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV0311-INC-P3T1-011,P3T1-N04,识别5G网管功能组件与管理对象,P3T1-W04,功能组件用途匹配表,worksheet,P3,P3-T1,worksheet,module_matching,匹配功能组件、管理对象和典型任务。,功能组件用途表,功能组件用途表,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-012,P3T1-N04,识别5G网管功能组件与管理对象,P3T1-ACT04,功能组件匹配活动,learning_activity,P3,P3-T1,interactive_table,module_matching,把告警、日志、备份、性能、信令、拓扑等对象匹配到功能组件。,功能组件用途表,功能组件用途表,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-013,P3T1-N05,定位仿真实训系统中的典型任务入口,P3T1-R04,仿真实训系统入口教学化标注图,resource_card,P3,P3-T1,interface_diagram,interface_locator,在教学化界面图中定位数据采集、网络测试、信令分析和性能入口。,网管功能入口定位单,网管功能入口定位单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-014,P3T1-N05,定位仿真实训系统中的典型任务入口,P3T1-W05,网管功能入口定位单,worksheet,P3,P3-T1,worksheet,interface_locator,标注每个入口服务的后续学习任务。,网管功能入口定位单,网管功能入口定位单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-015,P3T1-N05,定位仿真实训系统中的典型任务入口,P3T1-ACT05,入口定位交互活动,learning_activity,P3,P3-T1,interactive_image,interface_locator;task_routing,点击或标注典型入口并选择对应任务。,网管功能入口定位单,网管功能入口定位单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-016,P3T1-N06,建立功能入口与后续学习任务的映射,P3T1-R05,功能到任务映射示意图,resource_card,P3,P3-T1,mapping_graph,task_routing;graph_navigation,查看网管入口如何连接P1、P2、P3、P5和P6任务。,功能到任务映射表,功能到任务映射表,planned,pending_professional_media_review,medium,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-017,P3T1-N06,建立功能入口与后续学习任务的映射,P3T1-W06,功能到任务映射表,worksheet,P3,P3-T1,mapping_table,task_routing,填写功能入口与后续项目任务的对应关系。,功能到任务映射表,功能到任务映射表,planned,pending_professional_media_review,medium,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-018,P3T1-N06,建立功能入口与后续学习任务的映射,P3T1-ACT06,学习路径路由活动,learning_activity,P3,P3-T1,interactive_graph,graph_navigation;task_routing,从一个功能入口选择下一步应进入的项目任务。,功能到任务映射表,功能到任务映射表,planned,pending_professional_media_review,medium,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-019,P3T1-N07,判断账号权限、数据范围与学习边界,P3T1-R06,权限与学习边界说明卡,resource_card,P3,P3-T1,boundary_card,boundary_checking,阅读学生账号、教学仿真和真实工程授权边界说明。,网管使用边界说明单,网管使用边界说明单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-020,P3T1-N07,判断账号权限、数据范围与学习边界,P3T1-W07,网管使用边界说明单,worksheet,P3,P3-T1,worksheet,boundary_checking;risk_judgement,判断哪些功能可查看、可教学模拟、不可真实操作。,网管使用边界说明单,网管使用边界说明单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
BV0311-INC-P3T1-021,P3T1-N07,判断账号权限、数据范围与学习边界,P3T1-ACT07,权限边界判断活动,learning_activity,P3,P3-T1,scenario_judgement,risk_judgement;boundary_checking,根据账号和任务场景判断操作边界。,网管使用边界说明单,网管使用边界说明单,planned,pending_professional_media_review,high,reports/P3-T1基于V0.3.11主数据补拆验证实施计划.md;reports/P3-T1基于V0.3.11主数据补拆验证报告.md,计划资源或活动，尚未生产正式资源；需专业复核、媒体重绘、学生正文审查和平台验证。
