asset_id,asset_name,asset_type,source_or_output,governance_role,graph_binding,review_status,current_use,next_action,path
A-V03A-INC-P2T2-002,P2-T2详细能力节点主数据增量样表V0.3A,structured_data,output,P2-T2四节点修订版主数据增量样表,P2T2-N01;P2T2-N02;P2T2-N03;P2T2-N04,internal_review,作为当前推荐评审表,通过评审后再考虑合并V0.3.1,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T2详细能力节点主数据增量样表V0.3A.csv
A-V03A-INC-P2T2-003,P2-T2关系增量样表V0.3A,structured_data,output,P2-T2四节点修订版关系增量样表,P2-T2;P2T2-N01;P2T2-N02;P2T2-N03;P2T2-N04,internal_review,作为当前推荐评审表,通过评审后再考虑合并V0.3.1,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T2关系增量样表V0.3A.csv
A-V03A-INC-P2T2-004,P2-T2资源活动评价挂接增量样表V0.3A,structured_data,output,P2-T2四节点修订版资源活动评价挂接样表,P2T2-N01;P2T2-N02;P2T2-N03;P2T2-N04,internal_review,作为当前推荐评审表,通过评审后再考虑合并V0.3.1,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T2资源活动评价挂接增量样表V0.3A.csv
A-V031-001,课程能力图谱主数据合并说明V0.3.1.md,governance_report,output,说明V0.3.1合并范围、校验结果和后续边界,COURSE-5G-NETOPT;P2-T2,current,作为V0.3.1主数据合并说明,人工确认V0.3.1后再进入下一轮任务补拆或正文生产,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱主数据合并说明V0.3.1.md
A-V031-002,课程能力图谱节点主数据表V0.3.1.csv,graph_master_data,output,V0.3节点主表合并P2-T2 V0.3A四节点,121 nodes,current,作为当前推荐节点主数据基线,人工确认后替代V0.3作为下一轮主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.1.csv
A-V031-003,课程能力图谱关系主数据表V0.3.1.csv,graph_relation_data,output,V0.3关系主表合并P2-T2 V0.3A关系,225 edges,current,作为当前推荐关系主数据基线,人工确认后替代V0.3作为下一轮关系基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.1.csv
A-V031-004,课程能力图谱资源活动评价挂接表V0.3.1.csv,graph_binding_data,output,V0.3挂接表合并P2-T2 V0.3A挂接,154 bindings,current,作为当前推荐资源活动评价挂接基线,人工确认后替代V0.3作为下一轮挂接基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.1.csv
A-V031-005,课程能力图谱输入输出物治理清单V0.3.1.csv,asset_governance_data,output,V0.3治理清单合并P2-T2 V0.3A记录和V0.3.1自身输出,COURSE-5G-NETOPT;P2-T2,current,作为当前推荐输入输出物治理清单,人工确认后作为后续治理清单基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.1.csv
A-V031A-INC-P3T3-001,P3-T3增量补拆修订说明V0.3.1A,governance_report,output,说明P3-T3 V0.3.1A为什么修订、修订了什么以及仍未通过哪些外部门禁,P3-T3;P3T3-N01-P3T3-N06,internal_review,作为P3-T3 V0.3.1A修订依据,完成结构校验和治理同步后，再判断是否进入V0.3.2合并评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3增量补拆修订说明V0.3.1A.md
A-V031A-INC-P3T3-002,P3-T3详细能力节点主数据增量样表V0.3.1A,structured_data,output,P3-T3六个详细能力节点修订增量样表,P3T3-N01;P3T3-N02;P3T3-N03;P3T3-N04;P3T3-N05;P3T3-N06,internal_review,作为P3-T3节点修订增量表,通过结构校验后进入V0.3.2候选合并评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3详细能力节点主数据增量样表V0.3.1A.csv
A-V031A-INC-P3T3-003,P3-T3关系增量样表V0.3.1A,structured_data,output,P3-T3任务拆分、并列检查分支、汇聚、支撑、回流和能力挂接关系修订样表,P3-T3;P3T3-N01-P3T3-N06;AU-04;AU-05,internal_review,作为P3-T3关系修订增量表,重点复核并列分支关系，再考虑V0.3.2合并,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3关系增量样表V0.3.1A.csv
A-V031A-INC-P3T3-004,P3-T3资源活动评价挂接增量样表V0.3.1A,structured_data,output,P3-T3资源卡、学习活动、评价产出和媒体审查挂接修订样表,P3T3-N01-P3T3-N06;IMG-173-176;IMG-155-165;IMG-172-177;IMG-178-179,internal_review,作为P3-T3资源活动评价挂接修订表,重点复核媒体审查对象和N02资源拆分，再考虑V0.3.2合并,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3资源活动评价挂接增量样表V0.3.1A.csv
A-V031A-INC-P3T3-005,P3-T3输入输出物治理增量记录V0.3.1A,structured_data,output,P3-T3 V0.3.1A本轮五个输出物治理记录,P3-T3,internal_review,作为P3-T3 V0.3.1A生成物追踪表,治理同步后继续作为V0.3.2候选合并依据,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3输入输出物治理增量记录V0.3.1A.csv
A-V032-001,P3-T3_V0.3.1A短内部复核记录.md,governance_report,output,P3-T3 V0.3.1A结构合并门禁复核记录，确认进入V0.3.2合并准备但不自动合并,P3-T3;V0.3.2候选合并门禁,内部结构复核通过；不替代通信专业复核、媒体审查、学生正文和平台接口门禁,作为V0.3.2合并依据之一,在V0.3.2合并说明中保留风险边界,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T3_V0.3.1A短内部复核记录.md
A-V032-002,课程能力图谱主数据合并说明V0.3.2.md,governance_report,output,说明V0.3.2由V0.3.1主数据加P3-T3 V0.3.1A修订增量合并形成,COURSE-5G-NETOPT;P3-T3,待生成后治理同步；内部主数据合并说明,作为V0.3.2主数据基线说明文件,随V0.3.2主数据表一起校验并纳入治理索引,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱主数据合并说明V0.3.2.md
A-V032-003,课程能力图谱节点主数据表V0.3.2.csv,graph_master_data,output,V0.3.2节点主数据，新增P3-T3六个详细能力节点,COURSE-5G-NETOPT;P3-T3,结构校验通过；专业复核未完成,作为下一轮主数据节点基线,用于下一轮增量验证候选选择，不进入页面生产,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.2.csv
A-V032-004,课程能力图谱关系主数据表V0.3.2.csv,graph_relation_data,output,V0.3.2关系主数据，新增P3-T3 V0.3.1A二十六条关系,COURSE-5G-NETOPT;P3-T3,结构校验通过；关系专业含义待复核,作为下一轮主数据关系基线,用于后续图谱可视化或关系评审更新，不进入页面生产,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.2.csv
A-V032-005,课程能力图谱资源活动评价挂接表V0.3.2.csv,graph_binding_data,output,V0.3.2资源活动评价挂接主数据，新增P3-T3二十二条资源、活动、评价和媒体审查挂接,COURSE-5G-NETOPT;P3-T3,结构校验通过；媒体分组挂接可合并但需后续单图审查,作为下一轮资源活动评价挂接基线,后续资源生产前拆分媒体组并完成专业/媒体复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.2.csv
A-V032-006,课程能力图谱输入输出物治理清单V0.3.2.csv,asset_governance_data,output,V0.3.2输入输出物治理清单，纳入V0.3.1A修订增量、短复核记录和V0.3.2自身输出,COURSE-5G-NETOPT;P3-T3,结构校验通过；需随治理文件保持同步,作为当前主数据输入输出物治理基线,后续新增主线资产继续追加治理记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.2.csv
A-V032A-INC-P1T3-001,P1-T3增量补拆修订说明V0.3.2A,governance_report,output,说明P1-T3 V0.3.2A为什么修订、修订了什么以及仍未通过哪些外部门禁,P1-T3;P1T3-N01-P1T3-N05,internal_review,作为P1-T3 V0.3.2A修订依据,完成结构校验和短内部复核后，再判断是否进入V0.3.3合并评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3增量补拆修订说明V0.3.2A.md
A-V032A-INC-P1T3-002,P1-T3详细能力节点主数据增量样表V0.3.2A,structured_data,output,P1-T3五个详细能力节点修订增量样表,P1T3-N01;P1T3-N02;P1T3-N03;P1T3-N04;P1T3-N05,internal_review,作为P1-T3节点修订增量表,通过结构校验后进入V0.3.3候选合并评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3详细能力节点主数据增量样表V0.3.2A.csv
A-V032A-INC-P1T3-003,P1-T3关系增量样表V0.3.2A,structured_data,output,P1-T3任务拆分、投诉初判入口、沟通闭环、跨任务支撑和能力挂接关系修订样表,P1-T3;P1T3-N01-P1T3-N05;AU-01;AU-08;P2-T1;P2-T3;P4-T2,internal_review,作为P1-T3关系修订增量表,重点复核N04到P4T2-N01和N05到AU-08关系，再考虑V0.3.3合并,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3关系增量样表V0.3.2A.csv
A-V032A-INC-P1T3-004,P1-T3资源活动评价挂接增量样表V0.3.2A,structured_data,output,P1-T3资源卡、学习活动、评价产出、隐私治理和服务承诺治理挂接修订样表,P1T3-N01-P1T3-N05;P1T3-C01-P1T3-C08B;P1T3-W01-P1T3-W04;P1T3-RPT01;P1T3-PRIV01-P1T3-PRIV02,internal_review,作为P1-T3资源活动评价挂接修订表,重点复核客户沟通、隐私信息、电话录音和处理承诺边界，再考虑V0.3.3合并,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3资源活动评价挂接增量样表V0.3.2A.csv
A-V032A-INC-P1T3-005,P1-T3输入输出物治理增量记录V0.3.2A,structured_data,output,P1-T3 V0.3.2A本轮五个输出物治理记录,P1-T3,internal_review,作为P1-T3 V0.3.2A生成物追踪表,治理同步后继续作为V0.3.3候选合并依据,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3输入输出物治理增量记录V0.3.2A.csv
A-V033-001,P1-T3_V0.3.2A短内部复核记录,governance_report,output,P1-T3 V0.3.2A结构合并门禁复核记录，确认进入V0.3.3合并准备但不自动合并,P1-T3;V0.3.3候选合并门禁,internal_review_passed,作为V0.3.3合并依据之一,在V0.3.3合并说明中保留风险边界,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P1-T3_V0.3.2A短内部复核记录.md
A-V033-002,课程能力图谱主数据合并说明V0.3.3.md,governance_report,output,说明V0.3.3由V0.3.2主数据加P1-T3 V0.3.2A修订增量合并形成,COURSE-5G-NETOPT;P1-T3,internal_merge,作为V0.3.3主数据基线说明文件,随V0.3.3主数据表一起校验并纳入治理索引,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱主数据合并说明V0.3.3.md
A-V033-003,课程能力图谱节点主数据表V0.3.3.csv,graph_master_data,output,V0.3.3节点主数据，新增P1-T3五个详细能力节点,COURSE-5G-NETOPT;P1-T3,structure_validated,作为下一轮主数据节点基线,用于下一轮增量验证或字段治理升级，不进入页面生产,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.3.csv
A-V033-004,课程能力图谱关系主数据表V0.3.3.csv,graph_relation_data,output,V0.3.3关系主数据，新增P1-T3 V0.3.2A二十一条关系,COURSE-5G-NETOPT;P1-T3,structure_validated,作为下一轮主数据关系基线,用于后续图谱可视化或关系评审更新，不进入页面生产,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.3.csv
A-V033-005,课程能力图谱资源活动评价挂接表V0.3.3.csv,graph_binding_data,output,V0.3.3资源活动评价挂接主数据，新增P1-T3十七条资源、活动、评价和数据安全治理挂接,COURSE-5G-NETOPT;P1-T3,structure_validated,作为下一轮资源活动评价挂接基线,后续资源生产前完成专业/编辑/数据安全复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.3.csv
A-V033-006,课程能力图谱输入输出物治理清单V0.3.3.csv,asset_governance_data,output,V0.3.3输入输出物治理清单，纳入V0.3.2A修订增量、短复核记录和V0.3.3自身输出,COURSE-5G-NETOPT;P1-T3,structure_validated,作为当前主数据输入输出物治理基线,后续新增主线资产继续追加治理记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.3.csv
A-V04-INC-P2T1-001,P2-T1基于V0.4主数据补拆验证报告,governance_report,output,说明P2-T1为什么拆、拆成哪些节点、如何接入V0.3.3和V0.4风险治理,P2-T1;P2T1-N01-P2T1-N07,internal_review,作为P2-T1补拆验证依据,完成结构校验和内部评审后再判断是否进入后续合并准备,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1基于V0.4主数据补拆验证报告.md
A-V04-INC-P2T1-002,P2-T1详细能力节点主数据增量样表V0.4,structured_data,output,P2-T1七个详细能力节点增量样表,P2T1-N01;P2T1-N02;P2T1-N03;P2T1-N04;P2T1-N05;P2T1-N06;P2T1-N07,internal_review,作为P2-T1节点增量表,通过结构校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1详细能力节点主数据增量样表V0.4.csv
A-V04-INC-P2T1-003,P2-T1关系增量样表V0.4,structured_data,output,P2-T1任务拆分、内部递进、能力挂接和跨任务支撑关系增量表,P2-T1;P2T1-N01-P2T1-N07;AU-02;P1-T3;P2-T2;P2-T3;P4-T2;P5-T3,internal_review,作为P2-T1关系增量表,重点复核跨任务关系和问题回流关系后再判断是否合并,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1关系增量样表V0.4.csv
A-V04-INC-P2T1-004,P2-T1资源活动评价挂接增量样表V0.4,structured_data,output,P2-T1资源卡、学习活动、评价产出、媒体审查和安全边界挂接表,P2T1-N01-P2T1-N07;P2T1-C01-P2T1-C07;P2T1-W01-P2T1-W06;P2T1-IMG74-82,internal_review,作为P2-T1资源活动评价挂接增量表,重点复核软件截图、入场许可、测试安全和数据交付边界,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1资源活动评价挂接增量样表V0.4.csv
A-V04-INC-P2T1-005,P2-T1输入输出物治理增量记录V0.4,structured_data,output,P2-T1本轮输出物治理记录,P2-T1,internal_review,作为P2-T1输出物追踪表,治理同步后继续作为内部评审依据,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1输入输出物治理增量记录V0.4.csv
A-V04-INC-P2T1-006,P2-T1风险治理扩展增量样表V0.4,structured_data,output,P2-T1节点和挂接对象的V0.4风险治理扩展增量表,P2T1-N01-P2T1-N07;P2T1-TBL01;P2T1-PERM01;P2T1-IMG79-82;P2T1-W04;P2T1-W05;P2T1-W06,internal_review,作为P2-T1风险治理扩展增量表,重点校验V0.4字段枚举、门禁状态和风险覆盖是否完整,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2-T1风险治理扩展增量样表V0.4.csv
A-V04-INC-P2T1-007,原教材P2-T1抽取文本,input_excerpt,input,P2-T1任务原文来源,P2-T1;P2T1-N01-P2T1-N07,source_received,作为P2-T1补拆来源,后续专业复核时回查第1596-1957行,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/extracted/textbook.md
A-V04-INC-P2T1-008,P2-T1原教材媒体图片,image_pool,input,P2-T1软件、设备、组网和测试流程图片来源,P2T1-N01;P2T1-N03;P2T1-N04,pending_media_review,作为待审媒体或重绘来源,逐张判断是否重绘、替换或停用,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media/image74.png;image75.png;image76.png;image77.png;image78.png;image79.png;image80.png;image81.png;image82.png
A-V034-P2RISK-001,P2项目V0.4风险治理扩展汇总表,risk_governance_data,output,汇总P2-T1、P2-T2、P2-T3三任务V0.4风险治理记录，作为V0.3.4候选主数据生成前置风险层,P2-T1;P2-T2;P2-T3;P2T1-N01-P2T1-N07;P2T2-N01-P2T2-N04;P2T3-N01-P2T3-N08,conditional_pass_structure_validated,作为V0.3.4候选主数据生成前置风险治理依据，不直接并入全局V0.4表,后续如并入全局风险治理表，先统一binding_id与binding_target_id引用口径,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2项目V0.4风险治理扩展汇总表.csv
A-V034-P2RISK-002,P2项目V0.4风险治理扩展汇总校验记录,validation_record,output,记录P2项目64条风险治理汇总记录的字段、ID、外键、枚举和门禁校验结果,P2-T1;P2-T2;P2-T3;V0.3.4候选合并门禁,conditional_pass_structure_validated,作为V0.3.4候选主数据生成前置门禁记录,进入V0.3.4候选主数据结构校验；不替代专业、媒体、平台和教学验证,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P2项目V0.4风险治理扩展汇总校验记录.md
A-V034-001,课程能力图谱主数据合并说明V0.3.4.md,governance_report,output,说明V0.3.4候选主数据由V0.3.3主数据加P2-T1 V0.4增量合并形成,COURSE-5G-NETOPT;P2-T1;P2T1-N01-P2T1-N07,candidate_generated_pending_validation,作为V0.3.4候选主数据说明文件,随V0.3.4候选主数据表一起校验并纳入治理索引,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱主数据合并说明V0.3.4.md
A-V034-002,课程能力图谱节点主数据表V0.3.4.csv,graph_master_data,output,V0.3.4候选节点主数据，新增P2-T1七个详细能力节点,COURSE-5G-NETOPT;P2-T1;P2T1-N01-P2T1-N07,structure_validated_candidate,作为下一轮候选节点主数据，不进入页面生产,完成结构校验和治理同步后，等待人工确认是否作为新推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.4.csv
A-V034-003,课程能力图谱关系主数据表V0.3.4.csv,graph_relation_data,output,V0.3.4候选关系主数据，新增P2-T1三十二条关系并应用P2项目新增关系校正口径,COURSE-5G-NETOPT;P2-T1;P2-T2;P2-T3;AU-02,structure_validated_candidate,作为下一轮候选关系主数据，不隐性改写既有V0.3.3关系,后续专业复核跨任务关系和问题回流关系,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.4.csv
A-V034-004,课程能力图谱资源活动评价挂接表V0.3.4.csv,graph_binding_data,output,V0.3.4候选资源活动评价挂接主数据，新增P2-T1二十一条资源、活动、评价和媒体审查挂接,P2T1-N01-P2T1-N07;P2T1-C01-P2T1-C07;P2T1-W01-P2T1-W06;P2T1-IMG74-82,structure_validated_candidate,作为下一轮候选资源活动评价挂接，不进入正式资源生产,后续完成专业、媒体、数据安全和教学有效性复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.4.csv
A-V034-005,课程能力图谱输入输出物治理清单V0.3.4.csv,asset_governance_data,output,V0.3.4候选输入输出物治理清单，纳入P2-T1增量、P2风险汇总门禁和V0.3.4自身输出,COURSE-5G-NETOPT;P2-T1;P2-T2;P2-T3,structure_validated_candidate,作为当前候选输入输出物治理清单,后续新增主线资产继续追加治理记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.4.csv
A-V034-006,课程能力图谱V0.3.4结构校验记录.md,validation_record,output,记录V0.3.4候选主数据节点、关系、挂接和输入输出物治理清单结构校验结果,COURSE-5G-NETOPT;V0.3.4候选主数据,structure_validated_candidate,作为V0.3.4候选主数据进入人工确认前置门禁,治理同步后等待用户确认是否以V0.3.4作为新推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱V0.3.4结构校验记录.md
