backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P2T1-011,binding_master,P2T1-W03,P2-T1,assessment_output,测试路线与场景规划表,high风险；路线、测试点和场景可能包含敏感位置数据,V0.4,professional;editorial;data_security;teaching_validation,procedure;data_source;threshold,professional_expert;editor;data_security_officer;teaching_reviewer,yes,location,yes,pending,yes,pending,no,location;work_order,pending,none,none,not_applicable,teaching_only,使用教学模拟路线和场景，不公开真实站点位置。,teaching_simulation,用于训练路线与场景规划，不作为真实路测计划发布。,high,teaching_simulation;anonymized;redrawn,not_ready,worksheet,teaching_simulation;ai_rewritten,professional_conclusion,after_redaction,pending,pending,revision_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业/数据安全/编辑/教学验证门禁。,制作模拟路线表和场景表并标注安全边界。,completed,V04-BATCH-P2T1-001,P2-T1新增测试准备、执行、路线、软件截图和实训安全风险，需要V0.4结构化治理。
BF-V04-P2T1-012,binding_master,P2T1-W04,P2-T1,assessment_output,DT采集与异常事件记录,high风险；DT异常记录可能包含时间、地点、终端、车辆和现场安全信息,V0.4,professional;editorial;data_security;teaching_validation,procedure;case_logic;data_source,professional_expert;editor;data_security_officer;teaching_reviewer,yes,location;terminal_id;work_order_id,yes,pending,yes,pending,no,location;work_order,pending,none,none,not_applicable,teaching_only,异常记录应使用模拟数据，不得要求学生上路采集真实异常。,teaching_simulation,用于训练异常记录和问题回流，不作为真实工程日志发布。,high,teaching_simulation;anonymized,not_ready,worksheet,teaching_simulation;ai_rewritten,work_order;professional_conclusion,after_redaction,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业/数据安全/编辑/教学验证门禁。,补充模拟异常数据和安全说明后再评审。,completed,V04-BATCH-P2T1-001,P2-T1新增测试准备、执行、路线、软件截图和实训安全风险，需要V0.4结构化治理。
BF-V04-P2T1-013,binding_master,P2T1-W05,P2-T1,assessment_output,CQT业务测试记录表,high风险；CQT记录涉及测试卡、号码、场地、人员和可能录音,V0.4,professional;editorial;data_security;teaching_validation,procedure;threshold;privacy,professional_expert;editor;data_security_officer;teaching_reviewer,yes,phone;location;terminal_id;recording,yes,pending,yes,pending,yes,personal_info;recording;location;work_order,pending,none,privacy,needs_editorial_review,teaching_only,正式教材只使用模拟号码、模拟测试卡和脱敏场景。,teaching_simulation,用于训练CQT记录，不作为真实拨测记录发布。,high,teaching_simulation;anonymized,not_ready,worksheet,teaching_simulation;ai_rewritten,personal_info;recording;professional_conclusion,after_redaction,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业/数据安全/编辑/教学验证门禁。,制作模拟CQT记录表并删除真实号码和场地信息。,completed,V04-BATCH-P2T1-001,P2-T1新增测试准备、执行、路线、软件截图和实训安全风险，需要V0.4结构化治理。
BF-V04-P2T1-014,binding_master,P2T1-W06,P2-T1,assessment_output,测试数据交付包清单,high风险；测试LOG交付包可能包含真实网络、位置和终端敏感数据,V0.4,professional;editorial;data_security;platform;teaching_validation,data_source;publication_boundary,professional_expert;editor;data_security_officer;publisher_platform;teaching_reviewer,yes,location;terminal_id;work_order_id,yes,pending,yes,pending,no,location;work_order,pending,none,none,not_applicable,teaching_only,交付包进入平台前必须脱敏并定义资源包边界。,source_adapted,用于训练数据归档和后续分析入口，不直接发布真实LOG。,high,adapted;anonymized;teaching_simulation,not_ready,worksheet,original_textbook;ai_rewritten;teaching_simulation,professional_conclusion;work_order,after_redaction,pending,pending,not_required,review_pending,pending,not_started,not_ready,仍需完成专业/数据安全/平台/编辑/教学验证门禁。,定义脱敏规则、平台字段和样例LOG后再进入合并评审。,completed,V04-BATCH-P2T1-001,P2-T1新增测试准备、执行、路线、软件截图和实训安全风险，需要V0.4结构化治理。
BF-V04-P2T2-001,node_master,P2T2-N01,P2-T2,detail_capability,判断测试异常现象与影响范围,procedure;case_logic;替代旧版P2T2-N01，强调现象和影响范围，不只做类型分类。,V0.4,professional;editorial,procedure;case_logic,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,case,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-002,node_master,P2T2-N02,P2-T2,detail_capability,按排查路径处理设备、软件与数据问题,tool_screenshot;hardware_safety;data_quality;整合旧版硬件、软件和数据保存三个节点，具体分支下沉为资源和活动。,V0.4,professional;media;editorial;teaching_validation,tool_screenshot;procedure;data_source,professional_expert;editor;teaching_reviewer;media_designer,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,high,redrawn,not_ready,screenshot,original_textbook,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,teacher_trial_pending,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;field_safety_boundary_pending;media_redraw_required;software_authorization_pending;log_integrity_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_replace_media,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-003,node_master,P2T2-N03,P2-T2,detail_capability,完成现场协调与责任升级,work_process;communication;保留旧版协调节点，但强化职业边界和合规表达。,V0.4,professional;editorial,procedure;communication;service_commitment;authorization,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,responsibility,escalation,needs_editorial_review,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,text,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;service_wording_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-004,node_master,P2T2-N04,P2-T2,detail_capability,形成问题处理闭环记录与预案,case_logic;conclusion;连接P2-T3数据分析入口，保留问题处理结果作为后续分析背景。,V0.4,professional;editorial;data_security,case_logic;conclusion,professional_expert;editor;data_security_officer,yes,location,yes,required,pending,pending,no,location,pending,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,source_adapted,GPS打点失败案例来自教材线索，需专业教师确认处理流程和位置数据脱敏口径。,high,anonymized,not_ready,text,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;data_desensitization_pending;authorization_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;submit_data_security_review,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-005,binding_master,BV03A-INC-P2T2-001,P2-T2,resource_card,测试异常情境卡,用一个完整情境引入任务，避免先讲零散设备问题。;medium,V0.4,professional;editorial,procedure,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,table,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-006,binding_master,BV03A-INC-P2T2-002,P2-T2,resource_card,设备与供电排查分支卡,作为P2T2-N02下的分支资源，不单独上升为图谱节点。;high,V0.4,professional;editorial;teaching_validation,procedure;data_source,professional_expert;editor;teaching_reviewer,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,high,adapted,not_ready,table,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,teacher_trial_pending,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;field_safety_boundary_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-007,binding_master,BV03A-INC-P2T2-003,P2-T2,resource_card,软件与授权排查分支卡,作为P2T2-N02下的分支资源，不单独上升为图谱节点。;medium,V0.4,professional;editorial;media,procedure;tool_screenshot,professional_expert;editor;media_designer,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,redrawn,not_ready,screenshot,original_textbook,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_required,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_replace_media,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-008,binding_master,BV03A-INC-P2T2-004,P2-T2,resource_card,数据保存与完整性检查卡,该分支与P2-T3 LOG导入形成前置关系。;medium,V0.4,professional;editorial,procedure;data_source,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;log_integrity_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-009,binding_master,BV03A-INC-P2T2-005,P2-T2,media_asset_review,车载逆变器图片,原教材图片不可默认发布，建议重绘为供电异常判断示意图。;high,V0.4,professional;editorial;teaching_validation;media,procedure;data_source;tool_screenshot,professional_expert;editor;teaching_reviewer;media_designer,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,high,redrawn,not_ready,image,original_textbook,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,teacher_trial_pending,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;field_safety_boundary_pending;media_redraw_required,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_replace_media,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-010,binding_master,BV03A-INC-P2T2-006,P2-T2,resource_card,现场协调升级卡,强调禁止越权承诺和及时反馈边界。;medium,V0.4,professional;editorial,procedure;communication;service_commitment;authorization,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,responsibility,escalation,needs_editorial_review,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,text,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;service_wording_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-011,binding_master,BV03A-INC-P2T2-007,P2-T2,resource_card,GPS打点失败案例复盘表,来自原教材经典案例，仍需专业教师确认表述和处理流程。;medium,V0.4,professional;editorial;data_security,procedure,professional_expert;editor;data_security_officer,yes,location,yes,required,pending,pending,no,location,pending,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,source_adapted,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,high,anonymized,not_ready,table,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;data_desensitization_pending;authorization_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;submit_data_security_review,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-012,binding_master,BV03A-INC-P2T2-008,P2-T2,resource_card,测试问题闭环记录模板,作为后续P2-T3数据分析的问题背景。;medium,V0.4,professional;editorial,procedure,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,report_template,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T2-013,binding_master,BV03A-INC-P2T2-009,P2-T2,resource_card,测试问题预案模板,用于把一次问题处理转化为可复用预案。;medium,V0.4,professional;editorial,procedure,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T3-001,node_master,P2T3-N01,P2-T3,detail_capability,明确分析任务与数据来源,data_source;procedure;not_applicable;需专业教师确认任务单字段是否覆盖网优数据分析真实入口。,V0.4,professional;editorial;data_security,data_source;procedure,professional_expert;editor;data_security_officer,yes,location,yes,required,pending,pending,no,location,pending,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,adapted,not_ready,text,ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;log_desensitization_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;submit_data_security_review,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
BF-V04-P2T3-002,node_master,P2T3-N02,P2-T3,detail_capability,完成LOG导入与报告导出,procedure;tool_screenshot;原教材软件界面需重绘为通用流程，不裸用非通用仿真截图。;需确认重绘流程图不误导真实软件操作边界。,V0.4,professional;media;editorial;data_security,procedure;tool_screenshot;data_source,professional_expert;media_designer;editor;data_security_officer,yes,location,yes,required,pending,pending,no,location,pending,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练判断流程，正式发布前需专业复核。,medium,redrawn,not_ready,screenshot,original_textbook,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_required;log_desensitization_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_replace_media;submit_data_security_review,completed,P2-V04-BACKFILL-20260625,P2项目内部链条V0.4治理补齐
