binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV04-INC-P2T1-011,P2T1-N04,规划DT路线与CQT测试场景,P2T1-TBL02,CQT室内外测试场景表,resource_card,P2,P2-T1,table;scenario_card,scenario_mapping;data_checking,把室外站点、室内pRRU楼层分布、近中远点和客户指定地点整理为测试点计划。,测试路线与场景规划表,测试路线与场景规划表,planned,pending_professional_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,近中远点阈值和测试场景需要专业复核。
BV04-INC-P2T1-012,P2T1-N04,规划DT路线与CQT测试场景,P2T1-W03,测试路线与场景规划表,assessment_output,P2,P2-T1,worksheet;route_map;rubric,route_planning;scenario_mapping,填写DT路线、CQT测试点、行驶方向、测试场景和选择理由。,测试路线与场景规划表,测试路线与场景规划表,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,作为后续DT和CQT执行前置产出。
BV04-INC-P2T1-013,P2T1-N05,执行DT路测采集并记录异常事件,P2T1-C05,DT采集流程与异常记录卡,resource_card,P2,P2-T1,process_card;checklist,data_collection;exception_recording,按开始业务、启动记录、观察设备状态、记录异常、停止业务和停止记录的顺序完成采集。,DT采集与异常事件记录,DT采集与异常事件记录,planned,pending_professional_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,路测安全、停车处理和设备供电应转为安全说明。
BV04-INC-P2T1-014,P2T1-N05,执行DT路测采集并记录异常事件,P2T1-W04,DT采集与异常事件记录,assessment_output,P2,P2-T1,worksheet;checklist,exception_recording;data_checking,记录异常发生时间、地点、设备状态、GPS状态、现场情况和是否转入问题处理。,DT采集与异常事件记录,DT采集与异常事件记录,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,异常记录可连接P2-T2问题处理。
BV04-INC-P2T1-015,P2T1-N05,执行DT路测采集并记录异常事件,P2T1-CASE01,未知PCI问题教学案例卡,resource_card,P2,P2-T1,case_card;workflow_card,case_intro;problem_classification,阅读未知PCI案例，判断是数据源、基站列表还是现场新增站点导致识别异常。,DT采集与异常事件记录,DT采集与异常事件记录,planned,pending_professional_review,medium,extracted/textbook.md lines 1911-1942,经典案例适合作为教学模拟案例，需专业复核其5G适用边界。
BV04-INC-P2T1-016,P2T1-N06,执行CQT定点业务测试并记录质量,P2T1-C06,CQT业务测试流程卡,resource_card,P2,P2-T1,scenario_card;process_table,scenario_testing;data_checking,按测试时间、测试地点、主被叫次数、通话时长、数据业务和间隔要求组织CQT测试。,CQT业务测试记录,CQT业务测试记录,planned,pending_professional_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,CQT测试要求需专业复核，且不得引导学生在真实公共场景自行测试。
BV04-INC-P2T1-017,P2T1-N06,执行CQT定点业务测试并记录质量,P2T1-W05,CQT业务测试记录表,assessment_output,P2,P2-T1,worksheet;table;rubric,scenario_testing;data_checking,记录场景、测试点、设备型号、测试卡、主被叫质量、数据业务质量和异常说明。,CQT业务测试记录,CQT业务测试记录,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,正式教材需使用模拟测试卡和脱敏场景，不记录真实个人联系方式。
BV04-INC-P2T1-018,P2T1-N06,执行CQT定点业务测试并记录质量,P2T1-TBL03,近中远点与业务质量边界表,resource_card,P2,P2-T1,table;worked_example,boundary_checking;data_reading,说明近点、中点、远点和业务质量记录支持什么判断，不能直接替代完整验收结论。,CQT业务测试记录,CQT业务测试记录,planned,pending_professional_review,medium,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,原文近中远点电平要求需专业复核。
BV04-INC-P2T1-019,P2T1-N07,保存测试LOG并移交测试资料包,P2T1-C07,LOG命名与测试资料包整理卡,resource_card,P2,P2-T1,text_card;checklist;report_template,data_archiving;quality_checking,按测试任务、测试日期、路线、站点、设备、测试卡和异常事件整理LOG与资料包。,测试数据交付包,测试数据交付包,planned,pending_professional_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,资料包结构应服务P2-T3数据分析，不暴露真实敏感网络数据。
BV04-INC-P2T1-020,P2T1-N07,保存测试LOG并移交测试资料包,P2T1-W06,测试数据交付包清单,assessment_output,P2,P2-T1,worksheet;checklist;rubric,data_archiving;handoff,核对LOG、路线图、测试点、CQT记录、异常事件、设备信息和后续分析联系人是否完整。,测试数据交付包,测试数据交付包,planned,pending_editorial_review,high,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,作为P2-T3明确分析任务和LOG导入的前置产出。
BV04-INC-P2T1-021,P2T1-N07,保存测试LOG并移交测试资料包,P2T1-HANDOFF01,测试资料移交与后续分析入口卡,resource_card,P2,P2-T1,workflow_card;checklist,handoff;quality_checking,说明哪些资料交给后台优化分析，哪些异常进入P2-T2，哪些数据进入P2-T3。,测试数据交付包,测试数据交付包,planned,pending_professional_review,medium,reports/P2-T1详细能力节点主数据增量样表V0.4.csv,用于连接P2-T1、P2-T2和P2-T3。
