binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV03-0014,P2T3-N04,判断覆盖类异常,覆盖异常判断记录,覆盖异常判断记录,assessment_output,P2,P2-T3,simulation_case;table;chart;worksheet;assessment_item,data_reading;metric_annotation;problem_diagnosis,阅读覆盖指标表和采样点示意图，标出异常点并写出判断理由。,覆盖异常判断记录,覆盖异常判断记录,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,学生能把覆盖指标、采样点位置和问题类型形成完整判断链。
BV03-0015,P2T3-N05,判断移动性/邻区异常,P2T3-C11,P2T3-C11,resource_card,P2,P2-T3,simulation_case;table;redrawn_image;worksheet;assessment_item,process_ordering;evidence_classification;problem_diagnosis,排序证据链，核对测量报告、切换命令和配置检查表，判断异常类型。,移动性异常证据链,移动性异常证据链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认邻区和切换案例是否符合网优诊断逻辑；媒体需重绘。
BV03-0016,P2T3-N05,判断移动性/邻区异常,P2T3-C12,P2T3-C12,resource_card,P2,P2-T3,simulation_case;table;redrawn_image;worksheet;assessment_item,process_ordering;evidence_classification;problem_diagnosis,排序证据链，核对测量报告、切换命令和配置检查表，判断异常类型。,移动性异常证据链,移动性异常证据链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认邻区和切换案例是否符合网优诊断逻辑；媒体需重绘。
BV03-0017,P2T3-N05,判断移动性/邻区异常,P2T3-C13,P2T3-C13,resource_card,P2,P2-T3,simulation_case;table;redrawn_image;worksheet;assessment_item,process_ordering;evidence_classification;problem_diagnosis,排序证据链，核对测量报告、切换命令和配置检查表，判断异常类型。,移动性异常证据链,移动性异常证据链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认邻区和切换案例是否符合网优诊断逻辑；媒体需重绘。
BV03-0018,P2T3-N05,判断移动性/邻区异常,移动性异常证据链,移动性异常证据链,assessment_output,P2,P2-T3,simulation_case;table;redrawn_image;worksheet;assessment_item,process_ordering;evidence_classification;problem_diagnosis,排序证据链，核对测量报告、切换命令和配置检查表，判断异常类型。,移动性异常证据链,移动性异常证据链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,学生能区分覆盖诱发、邻区漏配和切换参数类问题，并给出对应证据。
BV03-0019,P2T3-N06,归纳问题类型与原因链,P2T3-C14,P2T3-C14,resource_card,P2,P2-T3,text_card;worksheet;assessment_item;rubric,evidence_classification;problem_diagnosis;reflection_summary,将覆盖、邻区、切换等证据归类，补全现象-指标-原因-方向链。,异常问题清单,异常问题清单和原因链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核问题类型分类与原因链是否符合网优分析逻辑。
BV03-0020,P2T3-N06,归纳问题类型与原因链,P2T3-C15,P2T3-C15,resource_card,P2,P2-T3,text_card;worksheet;assessment_item;rubric,evidence_classification;problem_diagnosis;reflection_summary,将覆盖、邻区、切换等证据归类，补全现象-指标-原因-方向链。,异常问题清单,异常问题清单和原因链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核问题类型分类与原因链是否符合网优分析逻辑。
BV03-0021,P2T3-N06,归纳问题类型与原因链,异常问题清单和原因链,异常问题清单和原因链,assessment_output,P2,P2-T3,text_card;worksheet;assessment_item;rubric,evidence_classification;problem_diagnosis;reflection_summary,将覆盖、邻区、切换等证据归类，补全现象-指标-原因-方向链。,异常问题清单,异常问题清单和原因链,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,学生能把多项证据整合为结构化原因链，且原因与证据相互支撑。
BV03-0022,P2T3-N07,制定整改建议,P2T3-C16,P2T3-C16,resource_card,P2,P2-T3,text_card;worksheet;assessment_item;rubric,proposal_matching;risk_checking,把问题原因与整改动作匹配，检查风险提示和验证方式。,整改建议卡,整改建议卡,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核整改动作是否正确，避免给出不当工程建议。
BV03-0023,P2T3-N07,制定整改建议,P2T3-C17,P2T3-C17,resource_card,P2,P2-T3,text_card;worksheet;assessment_item;rubric,proposal_matching;risk_checking,把问题原因与整改动作匹配，检查风险提示和验证方式。,整改建议卡,整改建议卡,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核整改动作是否正确，避免给出不当工程建议。
BV03-0024,P2T3-N07,制定整改建议,P2T3-C18,P2T3-C18,resource_card,P2,P2-T3,text_card;worksheet;assessment_item;rubric,proposal_matching;risk_checking,把问题原因与整改动作匹配，检查风险提示和验证方式。,整改建议卡,整改建议卡,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核整改动作是否正确，避免给出不当工程建议。
BV03-0025,P2T3-N07,制定整改建议,整改建议卡,整改建议卡,assessment_output,P2,P2-T3,text_card;worksheet;assessment_item;rubric,proposal_matching;risk_checking,把问题原因与整改动作匹配，检查风险提示和验证方式。,整改建议卡,整改建议卡,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,学生给出的建议能对应问题原因，具备执行动作、风险边界和验证办法。
BV03-0026,P2T3-N08,输出分析报告并连接复测,P2T3-C19,P2T3-C19,resource_card,P2,P2-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按报告模板组织结论，补充证据、建议和复测指标。,测试数据分析报告,测试数据分析报告和修订记录,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核报告模板和结论表达是否符合网优岗位文件要求。
BV03-0027,P2T3-N08,输出分析报告并连接复测,P2T3-C20,P2T3-C20,resource_card,P2,P2-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按报告模板组织结论，补充证据、建议和复测指标。,测试数据分析报告,测试数据分析报告和修订记录,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核报告模板和结论表达是否符合网优岗位文件要求。
BV03-0028,P2T3-N08,输出分析报告并连接复测,P2T3-C21,P2T3-C21,resource_card,P2,P2-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按报告模板组织结论，补充证据、建议和复测指标。,测试数据分析报告,测试数据分析报告和修订记录,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核报告模板和结论表达是否符合网优岗位文件要求。
BV03-0029,P2T3-N08,输出分析报告并连接复测,测试数据分析报告和修订记录,测试数据分析报告和修订记录,assessment_output,P2,P2-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按报告模板组织结论，补充证据、建议和复测指标。,测试数据分析报告,测试数据分析报告和修订记录,planned,pending_professional_review,medium,reports/P2-T3详细能力节点字段表V0.2.csv,学生能形成结构完整、证据清楚、建议可执行、复测要求明确的报告。
BV03-0030,P4T2-N01,识别验证场景,P4T2-C01,P4T2-C01,resource_card,P4,P4-T2,text_card;simulation_case;worksheet;assessment_item,case_intro;evidence_classification,阅读宿舍区投诉场景，把四条投诉线索归入对应验证对象。,投诉到验证对象映射,投诉到验证对象映射,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师确认投诉线索和验证对象的对应关系是否符合网优验收教学逻辑。
BV03-0031,P4T2-N01,识别验证场景,P4T2-C02,P4T2-C02,resource_card,P4,P4-T2,text_card;simulation_case;worksheet;assessment_item,case_intro;evidence_classification,阅读宿舍区投诉场景，把四条投诉线索归入对应验证对象。,投诉到验证对象映射,投诉到验证对象映射,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师确认投诉线索和验证对象的对应关系是否符合网优验收教学逻辑。
BV03-0032,P4T2-N01,识别验证场景,CASE-demo-dorm,CASE-demo-dorm,resource_card,P4,P4-T2,text_card;simulation_case;worksheet;assessment_item,case_intro;evidence_classification,阅读宿舍区投诉场景，把四条投诉线索归入对应验证对象。,投诉到验证对象映射,投诉到验证对象映射,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师确认投诉线索和验证对象的对应关系是否符合网优验收教学逻辑。
BV03-0033,P4T2-N01,识别验证场景,投诉到验证对象映射,投诉到验证对象映射,assessment_output,P4,P4-T2,text_card;simulation_case;worksheet;assessment_item,case_intro;evidence_classification,阅读宿舍区投诉场景，把四条投诉线索归入对应验证对象。,投诉到验证对象映射,投诉到验证对象映射,planned,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,学生能说明每条投诉对应的验证对象，并知道不能凭单一体验线索直接下验收结论。
BV03-0034,P4T2-N02,区分改善与达标,P4T2-C02,P4T2-C02,resource_card,P4,P4-T2,text_card;table;worksheet;rubric;assessment_item,comparison_analysis;correction_revision,对宿舍区案例中的达标指标和未达标指标做边界表达修正。,已达标依据和未闭环边界,边界表达修正记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核“部分达标”表达是否符合职业教育课堂和网优岗位验收语境。
BV03-0035,P4T2-N02,区分改善与达标,P4T2-C11,P4T2-C11,resource_card,P4,P4-T2,text_card;table;worksheet;rubric;assessment_item,comparison_analysis;correction_revision,对宿舍区案例中的达标指标和未达标指标做边界表达修正。,已达标依据和未闭环边界,边界表达修正记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核“部分达标”表达是否符合职业教育课堂和网优岗位验收语境。
BV03-0036,P4T2-N02,区分改善与达标,CASE-demo-dorm,CASE-demo-dorm,resource_card,P4,P4-T2,text_card;table;worksheet;rubric;assessment_item,comparison_analysis;correction_revision,对宿舍区案例中的达标指标和未达标指标做边界表达修正。,已达标依据和未闭环边界,边界表达修正记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核“部分达标”表达是否符合职业教育课堂和网优岗位验收语境。
BV03-0037,P4T2-N02,区分改善与达标,边界表达修正记录,边界表达修正记录,assessment_output,P4,P4-T2,text_card;table;worksheet;rubric;assessment_item,comparison_analysis;correction_revision,对宿舍区案例中的达标指标和未达标指标做边界表达修正。,已达标依据和未闭环边界,边界表达修正记录,planned,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,学生能区分改善、达标和未闭环边界，并能用职业化语言表达。
BV03-0038,P4T2-N03,读覆盖指标,P4T2-C03,P4T2-C03,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;process_ordering;metric_annotation,阅读覆盖指标表和地下食堂案例，标出覆盖达标依据与证据边界。,覆盖指标判断与流程排序,覆盖指标判断与证据边界,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核覆盖指标阈值口径，媒体设计需重绘原仿真截图。
BV03-0039,P4T2-N03,读覆盖指标,P4T2-C04,P4T2-C04,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;process_ordering;metric_annotation,阅读覆盖指标表和地下食堂案例，标出覆盖达标依据与证据边界。,覆盖指标判断与流程排序,覆盖指标判断与证据边界,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核覆盖指标阈值口径，媒体设计需重绘原仿真截图。
BV03-0040,P4T2-N03,读覆盖指标,CASE-contrast-canteen,CASE-contrast-canteen,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;process_ordering;metric_annotation,阅读覆盖指标表和地下食堂案例，标出覆盖达标依据与证据边界。,覆盖指标判断与流程排序,覆盖指标判断与证据边界,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核覆盖指标阈值口径，媒体设计需重绘原仿真截图。
BV03-0041,P4T2-N03,读覆盖指标,覆盖指标判断与证据边界,覆盖指标判断与证据边界,assessment_output,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;process_ordering;metric_annotation,阅读覆盖指标表和地下食堂案例，标出覆盖达标依据与证据边界。,覆盖指标判断与流程排序,覆盖指标判断与证据边界,planned,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,学生能说明覆盖强度、信号质量和弱覆盖采样点的作用，并能说出覆盖数据不能单独证明移动性或体验闭环。
BV03-0042,P4T2-N04,读移动性指标,P4T2-C05,P4T2-C05,resource_card,P4,P4-T2,text_card;redrawn_image;interactive_animation;mini_game;worksheet;assessment_item,process_ordering;data_reading;problem_diagnosis,按顺序排出移动性验证流程，并判断切换失败或重建偏高说明什么。,移动性验证流程,移动性验证流程和异常阶段判断,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需复核SA/NSA切换教学流程和邻区/切换异常表述，原图需重绘或标注。
BV03-0043,P4T2-N04,读移动性指标,P4T2-C06,P4T2-C06,resource_card,P4,P4-T2,text_card;redrawn_image;interactive_animation;mini_game;worksheet;assessment_item,process_ordering;data_reading;problem_diagnosis,按顺序排出移动性验证流程，并判断切换失败或重建偏高说明什么。,移动性验证流程,移动性验证流程和异常阶段判断,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需复核SA/NSA切换教学流程和邻区/切换异常表述，原图需重绘或标注。
BV03-0044,P4T2-N04,读移动性指标,CASE-contrast-canteen,CASE-contrast-canteen,resource_card,P4,P4-T2,text_card;redrawn_image;interactive_animation;mini_game;worksheet;assessment_item,process_ordering;data_reading;problem_diagnosis,按顺序排出移动性验证流程，并判断切换失败或重建偏高说明什么。,移动性验证流程,移动性验证流程和异常阶段判断,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需复核SA/NSA切换教学流程和邻区/切换异常表述，原图需重绘或标注。
BV03-0045,P4T2-N04,读移动性指标,移动性验证流程和异常阶段判断,移动性验证流程和异常阶段判断,assessment_output,P4,P4-T2,text_card;redrawn_image;interactive_animation;mini_game;worksheet;assessment_item,process_ordering;data_reading;problem_diagnosis,按顺序排出移动性验证流程，并判断切换失败或重建偏高说明什么。,移动性验证流程,移动性验证流程和异常阶段判断,planned,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,学生能把移动路径场景、切换指标、重建日志和验收边界形成完整判断。
BV03-0046,P4T2-N05,读体验与容量指标,P4T2-C07,P4T2-C07,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核教学模拟阈值和容量/时延结论口径，媒体需重绘替换。
BV03-0047,P4T2-N05,读体验与容量指标,P4T2-C08,P4T2-C08,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核教学模拟阈值和容量/时延结论口径，媒体需重绘替换。
BV03-0048,P4T2-N05,读体验与容量指标,CASE-contrast-lab,CASE-contrast-lab,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核教学模拟阈值和容量/时延结论口径，媒体需重绘替换。
BV03-0049,P4T2-N05,读体验与容量指标,CASE-mission-jobfair,CASE-mission-jobfair,resource_card,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,ready_for_review,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核教学模拟阈值和容量/时延结论口径，媒体需重绘替换。
BV03-0050,P4T2-N05,读体验与容量指标,指标行标注和边界表达,指标行标注和边界表达,assessment_output,P4,P4-T2,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,planned,pending_media_review,high,reports/P4-T2详细能力节点字段表V0.2.csv,学生能用平均值、95分位、容量负荷和卡顿次数共同判断体验是否闭环。
BV03-0051,P4T2-N06,选择判断依据,P4T2-C09,P4T2-C09,resource_card,P4,P4-T2,simulation_case;table;worksheet;assessment_item;rubric,evidence_classification;comparison_analysis,在体育馆活动保障案例中，把材料分入通过依据、必须写边界和背景信息。,依据链分类结果,依据链分类结果,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核体育馆活动保障教学模拟案例的依据链和结论边界是否合理。
BV03-0052,P4T2-N06,选择判断依据,P4T2-C10,P4T2-C10,resource_card,P4,P4-T2,simulation_case;table;worksheet;assessment_item;rubric,evidence_classification;comparison_analysis,在体育馆活动保障案例中，把材料分入通过依据、必须写边界和背景信息。,依据链分类结果,依据链分类结果,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核体育馆活动保障教学模拟案例的依据链和结论边界是否合理。
BV03-0053,P4T2-N06,选择判断依据,CASE-guided-gym,CASE-guided-gym,resource_card,P4,P4-T2,simulation_case;table;worksheet;assessment_item;rubric,evidence_classification;comparison_analysis,在体育馆活动保障案例中，把材料分入通过依据、必须写边界和背景信息。,依据链分类结果,依据链分类结果,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核体育馆活动保障教学模拟案例的依据链和结论边界是否合理。
BV03-0054,P4T2-N06,选择判断依据,依据链分类结果,依据链分类结果,assessment_output,P4,P4-T2,simulation_case;table;worksheet;assessment_item;rubric,evidence_classification;comparison_analysis,在体育馆活动保障案例中，把材料分入通过依据、必须写边界和背景信息。,依据链分类结果,依据链分类结果,planned,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,学生能说明材料为何属于依据、边界或背景，并避免把优化前数据当作通过依据。
BV03-0055,P4T2-N07,形成验收结论,P4T2-C10,P4T2-C10,resource_card,P4,P4-T2,worksheet;assessment_item;rubric;report_template,conclusion_writing;report_output,在招聘会扩容案例中拼装并提交四段式验收结论。,四段式验收结论,四段式验收结论,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核四段式结论模板是否符合网优岗位验收和后续报告输出要求。
BV03-0056,P4T2-N07,形成验收结论,CASE-mission-jobfair,CASE-mission-jobfair,resource_card,P4,P4-T2,worksheet;assessment_item;rubric;report_template,conclusion_writing;report_output,在招聘会扩容案例中拼装并提交四段式验收结论。,四段式验收结论,四段式验收结论,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核四段式结论模板是否符合网优岗位验收和后续报告输出要求。
BV03-0057,P4T2-N07,形成验收结论,四段式验收结论,四段式验收结论,assessment_output,P4,P4-T2,worksheet;assessment_item;rubric;report_template,conclusion_writing;report_output,在招聘会扩容案例中拼装并提交四段式验收结论。,四段式验收结论,四段式验收结论,planned,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,学生能形成可讲评、可提交、可追溯依据和边界的验收结论。
BV03-0058,P4T2-N08,修正职业表达,P4T2-C11,P4T2-C11,resource_card,P4,P4-T2,rubric;teacher_guide;worksheet;assessment_item,correction_revision;reflection_summary,对招聘会案例结论进行自评和二次修正，至少提交一条修正句。,修正后的职业表达,修正后的职业表达和修订记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核职业表达量规、教师观察表和专业复核表是否足以支撑真实一线试看。
BV03-0059,P4T2-N08,修正职业表达,P4T2-C12,P4T2-C12,resource_card,P4,P4-T2,rubric;teacher_guide;worksheet;assessment_item,correction_revision;reflection_summary,对招聘会案例结论进行自评和二次修正，至少提交一条修正句。,修正后的职业表达,修正后的职业表达和修订记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核职业表达量规、教师观察表和专业复核表是否足以支撑真实一线试看。
BV03-0060,P4T2-N08,修正职业表达,CASE-mission-jobfair,CASE-mission-jobfair,resource_card,P4,P4-T2,rubric;teacher_guide;worksheet;assessment_item,correction_revision;reflection_summary,对招聘会案例结论进行自评和二次修正，至少提交一条修正句。,修正后的职业表达,修正后的职业表达和修订记录,ready_for_review,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,需复核职业表达量规、教师观察表和专业复核表是否足以支撑真实一线试看。
BV03-0061,P4T2-N08,修正职业表达,修正后的职业表达和修订记录,修正后的职业表达和修订记录,assessment_output,P4,P4-T2,rubric;teacher_guide;worksheet;assessment_item,correction_revision;reflection_summary,对招聘会案例结论进行自评和二次修正，至少提交一条修正句。,修正后的职业表达,修正后的职业表达和修订记录,planned,pending_professional_review,medium,reports/P4-T2详细能力节点字段表V0.2.csv,学生能说明自己修改了什么、为什么修改，并形成比初稿更可靠的验收表达。
BV03-0062,P5T3-N01,确认性能提升方案与验证口径,P5T3-C01,P5T3-C01,resource_card,P5,P5-T3,text_card;worksheet;table,case_intro;risk_checking,对照提升方案，填写验证对象、验证范围、前后对比基线和达成口径。,性能提升验证任务单,性能提升验证任务单,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,验证口径需专业教师确认，避免把教材案例阈值泛化为行业统一标准。
