backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P5T2-011,media_asset,image319,P5-T2,media_asset_review,接入类指标提升方案图,high风险；image319为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,metric_process;media;professional_review,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,flowchart;table,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-012,media_asset,image320,P5-T2,media_asset_review,掉线优化流程图,high风险；image320为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,metric_process;media;professional_review,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,flowchart;table,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-013,media_asset,image321,P5-T2,media_asset_review,切换优化流程图,high风险；image321为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,metric_process;media;professional_review,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,flowchart;table,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-014,media_asset,image322,P5-T2,media_asset_review,5G资源性能指标图,high风险；image322为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,metric_process;media;professional_review,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,flowchart;table,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-015,media_asset,image323,P5-T2,media_asset_review,配置数据修改界面-1,high风险；image323为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,tool_screenshot;metric_context;publication_boundary,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,screenshot;flowchart,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-016,media_asset,image324,P5-T2,media_asset_review,配置数据修改界面-2,high风险；image324为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,tool_screenshot;metric_context;publication_boundary,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,screenshot;flowchart,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-017,binding_master,P5T2-W07,P5-T2,binding_group,实施方案与回退清单模板,high风险；实施方案与回退清单模板可能被误读为真实工程操作、真实参数调整或正式验收交接材料。,V0.4,professional;editorial;student_text;teaching_validation,procedure;authorization;publication_boundary,professional_expert;editor;teaching_reviewer,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅作为教学模拟模板；不得作为真实网络工程实施、授权或验收依据。,high,adapted;teaching_simulation,not_ready,worksheet,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-018,binding_master,P5T2-W08,P5-T2,binding_group,教学仿真参数调整记录,high风险；教学仿真参数调整记录可能被误读为真实工程操作、真实参数调整或正式验收交接材料。,V0.4,professional;editorial;student_text;teaching_validation,parameter_adjustment;tool_screenshot;authorization,professional_expert;editor;teaching_reviewer,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅作为教学模拟模板；不得作为真实网络工程实施、授权或验收依据。,high,adapted;teaching_simulation,not_ready,worksheet;screenshot,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-019,binding_master,P5T2-W09,P5-T2,binding_group,性能提升实施交接单,high风险；性能提升实施交接单可能被误读为真实工程操作、真实参数调整或正式验收交接材料。,V0.4,professional;editorial;student_text;teaching_validation,handoff_boundary;data_source;professional_review,professional_expert;editor;teaching_reviewer,no,not_applicable,no,not_needed,no,not_applicable,no,network_case;work_order,pending,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为教学模拟模板；不得作为真实网络工程实施、授权或验收依据。,high,adapted;teaching_simulation,not_ready,worksheet,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-020,output_artifact,P5-T2增量成果组,P5-T2,output_group,P5-T2五张增量样表和评审报告,governance风险；P5-T2增量成果可能被误读为已合并主数据或已可发布资源。,V0.4,professional;editorial;governance,governance_boundary;publish_gate,project_owner;editor;governance_reviewer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为候选增量和内部评审依据；未通过短复核前不得并入V0.3.11候选主数据。,medium,governance_record,not_ready,governance_report,original_textbook;ai_structuring,governance_decision,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-021,source_text,textbook:P5-T2 lines 8585-9293,P5-T2,source_group,P5-T2原文与经典案例片段,source风险；原文含指标方案、仿真截图、地市掉线率案例、学校干扰器等内容，需专业复核、媒体处理和必要脱敏。,V0.4,professional;media;editorial;student_text;data_security,source_quality;case_authenticity;data_security;student_text,professional_expert;media_designer;editor;data_security_officer,no,not_applicable,pending,pending,yes,pending,no,site_context;organization_context;network_case,pending,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,textbook_case_requires_review,正式教材中应改写为教学模拟案例或完成脱敏，不得直接暴露真实地点、站点、组织或未核实因果结论。,high,textbook_to_structured_resource;anonymized,not_ready,source_text;case,original_textbook;ai_structuring,case_logic;professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
