binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV038-INC-P6T1-011,P6T1-N04,建立PDU会话建立流程与用户面开通路径,P6T1-W04,PDU会话流程卡工作单,worksheet,P6,P6-T1,worksheet,process_completion,梳理PDU session request、UPLINK NAS TRANSPORT、INITIAL CONTEXT SETUP、RRCReconfiguration、UPF更新等步骤。,PDU会话流程卡,PDU会话流程卡,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-012,P6T1-N04,建立PDU会话建立流程与用户面开通路径,P6T1-A04,PDU会话流程卡评价量规,assessment,P6,P6-T1,rubric,assessment,梳理PDU session request、UPLINK NAS TRANSPORT、INITIAL CONTEXT SETUP、RRCReconfiguration、UPF更新等步骤。,PDU会话流程卡,PDU会话流程卡,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-013,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,P6T1-C05,MIB/SIB1系统消息字段卡,resource_card,P6,P6-T1,annotated_image;concept_card;worksheet,field_matching,标出MIB、SIB1中与接入、驻留、SI调度、接入限制相关的信息。,系统消息识读记录,系统消息识读记录,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-014,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,P6T1-W05,系统消息识读记录工作单,worksheet,P6,P6-T1,worksheet,field_matching,标出MIB、SIB1中与接入、驻留、SI调度、接入限制相关的信息。,系统消息识读记录,系统消息识读记录,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-015,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,P6T1-A05,系统消息识读记录评价量规,assessment,P6,P6-T1,rubric,assessment,标出MIB、SIB1中与接入、驻留、SI调度、接入限制相关的信息。,系统消息识读记录,系统消息识读记录,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-016,P6T1-N06,判断RRCReconfiguration在不同场景中的作用,P6T1-C06,RRC重配场景卡,resource_card,P6,P6-T1,annotated_image;scenario_card,scenario_matching,区分RRCReconfiguration用于承载配置、测量控制、切换命令、NAS透传等不同场景。,RRC重配场景判断表,RRC重配场景判断表,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-017,P6T1-N06,判断RRCReconfiguration在不同场景中的作用,P6T1-W06,RRC重配场景判断表工作单,worksheet,P6,P6-T1,worksheet,scenario_matching,区分RRCReconfiguration用于承载配置、测量控制、切换命令、NAS透传等不同场景。,RRC重配场景判断表,RRC重配场景判断表,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-018,P6T1-N06,判断RRCReconfiguration在不同场景中的作用,P6T1-A06,RRC重配场景判断表评价量规,assessment,P6,P6-T1,rubric,assessment,区分RRCReconfiguration用于承载配置、测量控制、切换命令、NAS透传等不同场景。,RRC重配场景判断表,RRC重配场景判断表,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-019,P6T1-N07,使用信令分析界面定位证据入口,P6T1-C07,教学化工具界面图,resource_card,P6,P6-T1,redrawn_image;worksheet,evidence_location,在地图、关键信令、邻区、无线参数、吞吐率窗口中找到对应证据入口，并说明每个窗口能说明什么、不能说明什么。,信令工具证据定位单,信令工具证据定位单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-020,P6T1-N07,使用信令分析界面定位证据入口,P6T1-W07,信令工具证据定位单工作单,worksheet,P6,P6-T1,worksheet,evidence_location,在地图、关键信令、邻区、无线参数、吞吐率窗口中找到对应证据入口，并说明每个窗口能说明什么、不能说明什么。,信令工具证据定位单,信令工具证据定位单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-021,P6T1-N07,使用信令分析界面定位证据入口,P6T1-A07,信令工具证据定位单评价量规,assessment,P6,P6-T1,rubric,assessment,在地图、关键信令、邻区、无线参数、吞吐率窗口中找到对应证据入口，并说明每个窗口能说明什么、不能说明什么。,信令工具证据定位单,信令工具证据定位单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-022,P6T1-N08,分析5G重选到4G案例并连接复杂复盘,P6T1-C08,5G重选到4G案例链,resource_card,P6,P6-T1,simulation_case;redrawn_image;worksheet,evidence_chain,对照SIB3/SIB4/SIB5配置，判断为什么5G信号良好仍重选到4G，并说明后续如何进入P6-T2复盘。,重选问题证据链,重选问题证据链,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-023,P6T1-N08,分析5G重选到4G案例并连接复杂复盘,P6T1-W08,重选问题证据链工作单,worksheet,P6,P6-T1,worksheet,evidence_chain,对照SIB3/SIB4/SIB5配置，判断为什么5G信号良好仍重选到4G，并说明后续如何进入P6-T2复盘。,重选问题证据链,重选问题证据链,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-024,P6T1-N08,分析5G重选到4G案例并连接复杂复盘,P6T1-A08,重选问题证据链评价量规,assessment,P6,P6-T1,rubric,assessment,对照SIB3/SIB4/SIB5配置，判断为什么5G信号良好仍重选到4G，并说明后续如何进入P6-T2复盘。,重选问题证据链,重选问题证据链,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
