backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P6T2-011,binding_master,BV03-0088,P6-T2,resource_activity_assessment_binding,P6T2-C02,professional_conclusion;student_text;P6T2-N02挂接对象P6T2-C02需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,professional_conclusion;student_text,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-012,binding_master,BV03-0089,P6-T2,resource_activity_assessment_binding,P6T2-W02,professional_conclusion;student_text;P6T2-N02挂接对象P6T2-W02需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,professional_conclusion;student_text,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-013,binding_master,BV03-0090,P6-T2,resource_activity_assessment_binding,问题类型判断表,professional_conclusion;student_text;P6T2-N02挂接对象问题类型判断表需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,professional_conclusion;student_text,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-014,binding_master,BV03-0091,P6-T2,resource_activity_assessment_binding,P6T2-C03,procedure;terminology;media;P6T2-N03挂接对象P6T2-C03需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-015,binding_master,BV03-0092,P6-T2,resource_activity_assessment_binding,P6T2-W03,procedure;terminology;media;P6T2-N03挂接对象P6T2-W03需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-016,binding_master,BV03-0093,P6-T2,resource_activity_assessment_binding,P6T1-C-REG,procedure;terminology;media;P6T2-N03挂接对象P6T1-C-REG需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-017,binding_master,BV03-0094,P6-T2,resource_activity_assessment_binding,P6T1-C-PDU,procedure;terminology;media;P6T2-N03挂接对象P6T1-C-PDU需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-018,binding_master,BV03-0095,P6-T2,resource_activity_assessment_binding,接入问题排查路径,procedure;terminology;media;P6T2-N03挂接对象接入问题排查路径需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-019,binding_master,BV03-0096,P6-T2,resource_activity_assessment_binding,P6T2-C04,procedure;terminology;media;P6T2-N04挂接对象P6T2-C04需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-020,binding_master,BV03-0097,P6-T2,resource_activity_assessment_binding,P6T2-W04,procedure;terminology;media;P6T2-N04挂接对象P6T2-W04需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-021,binding_master,BV03-0098,P6-T2,resource_activity_assessment_binding,P6T1-C-RRCRECFG,procedure;terminology;media;P6T2-N04挂接对象P6T1-C-RRCRECFG需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-022,binding_master,BV03-0099,P6-T2,resource_activity_assessment_binding,切换问题证据链,procedure;terminology;media;P6T2-N04挂接对象切换问题证据链需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-023,binding_master,BV03-0100,P6-T2,resource_activity_assessment_binding,P6T2-C05,procedure;terminology;media;P6T2-N05挂接对象P6T2-C05需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-024,binding_master,BV03-0101,P6-T2,resource_activity_assessment_binding,P6T2-W05,procedure;terminology;media;P6T2-N05挂接对象P6T2-W05需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-025,binding_master,BV03-0102,P6-T2,resource_activity_assessment_binding,掉线原因复盘单,procedure;terminology;media;P6T2-N05挂接对象掉线原因复盘单需按P6-T2复杂信令复盘边界审查。,V0.4,professional;media;editorial,procedure;terminology;media,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,high,redrawn,not_ready,signaling_flow_or_screenshot,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-026,binding_master,BV03-0103,P6-T2,resource_activity_assessment_binding,P6T2-C06,engineering_boundary;service_wording;professional_conclusion;P6T2-N06挂接对象P6T2-C06需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,engineering_boundary;service_wording;professional_conclusion,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,engineering_recommendation,technical_explanation,pending,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-027,binding_master,BV03-0104,P6-T2,resource_activity_assessment_binding,P6T2-W06,engineering_boundary;service_wording;professional_conclusion;P6T2-N06挂接对象P6T2-W06需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,engineering_boundary;service_wording;professional_conclusion,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,engineering_recommendation,technical_explanation,pending,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-028,binding_master,BV03-0105,P6-T2,resource_activity_assessment_binding,优化建议卡,engineering_boundary;service_wording;professional_conclusion;P6T2-N06挂接对象优化建议卡需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial,engineering_boundary;service_wording;professional_conclusion,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,engineering_recommendation,technical_explanation,pending,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
BF-V04-P6T2-029,binding_master,BV03-0106,P6-T2,resource_activity_assessment_binding,P6T2-C07,report_expression;evidence_chain;student_text;P6T2-N07挂接对象P6T2-C07需按P6-T2复杂信令复盘边界审查。,V0.4,professional;editorial;teaching_validation,report_expression;evidence_chain;student_text,professional_expert;editor;teacher_reviewer,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,teaching_only,不作为对外服务承诺，仅用于教学场景。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练信令分析流程，正式发布前需专业复核。,medium,adapted,not_ready,resource_card,textbook_derived;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P6-V04-BACKFILL-20260626,P6项目内部链条V0.4治理补齐
