v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV03-0054,P2T3-N08,输出分析报告并连接复测,P4T2-N08,修正职业表达,supports,支撑判断,结果解释需要回看原问题和建议。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0055,P2T3-N08,输出分析报告并连接复测,P4-T3,任务 P4-T3 优化报告输出,supports,支撑判断,综合优化输出需要复用分析报告表达。,P2-T3,P4-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0056,P4-T1,任务 P4-T1 优化实施前置,P4T2-N01,识别验证场景,precedes,直接递进,优化实施记录是结果验证的直接输入。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0057,P2T3-N08,输出分析报告并连接复测,P4T2-N01,识别验证场景,supports,支撑判断,测试数据分析报告帮助确定复测对象。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0058,P4T2-N01,识别验证场景,P4T2-N02,区分改善与达标,precedes,直接递进,先识别验证对象，再区分改善与达标。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0059,P4T2-N01,识别验证场景,P4T2-N03,读覆盖指标,precedes,直接递进,验证场景决定后续读取哪些指标。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0060,P4T2-N02,区分改善与达标,P4T2-N01,识别验证场景,requires,前置基础,必须先知道验证对象，才能判断改善是否等于达标。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0061,P4T2-N02,区分改善与达标,P4T2-N07,形成验收结论,supports,支撑判断,结论写作必须同时呈现已达标依据和未闭环边界。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0062,P4T2-N02,区分改善与达标,P4T2-N08,修正职业表达,supports,支撑判断,职业表达修正重点处理过度判断。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0063,P2T3-N03,识读关键指标与判断边界,P4T2-N03,读覆盖指标,supports,支撑判断,关键指标读法支撑覆盖结果验证。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0064,P4T2-N03,读覆盖指标,P4T2-N04,读移动性指标,precedes,直接递进,覆盖达标后仍需补看移动性。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0065,P4T2-N03,读覆盖指标,P4T2-N06,选择判断依据,precedes,直接递进,覆盖指标进入依据链分类。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0066,IMG-288,IMG-288 原教材媒体资源,P4T2-N03,读覆盖指标,evidenced_by,资源证据,覆盖优化结果截图需重绘或标注后才能作为教学证据。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0067,P2T3-N05,判断移动性/邻区异常,P4T2-N04,读移动性指标,supports,支撑判断,移动性异常证据链支撑切换结果验证。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0068,P4T2-N04,读移动性指标,P4T2-N03,读覆盖指标,requires,前置基础,覆盖达标后仍需补看移动路径验证。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0069,P4T2-N04,读移动性指标,P4T2-N06,选择判断依据,precedes,直接递进,移动性证据进入依据链分类。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0070,IMG-236,IMG-236 原教材媒体资源,P4T2-N04,读移动性指标,evidenced_by,资源证据,切换流程图需标注测量、判决、执行阶段。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0071,IMG-245,IMG-245 原教材媒体资源,P4T2-N04,读移动性指标,evidenced_by,资源证据,SA切换流程需重绘为教学版。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0072,IMG-289,IMG-289 原教材媒体资源,P4T2-N04,读移动性指标,evidenced_by,资源证据,切换优化结果截图需重绘或标注。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0073,P2T3-N03,识读关键指标与判断边界,P4T2-N05,读体验与容量指标,supports,支撑判断,指标读法支撑体验与容量结果验证。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0074,P4T2-N05,读体验与容量指标,P4T2-N06,选择判断依据,precedes,直接递进,体验与容量指标进入依据链分类。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0075,P4T2-N05,读体验与容量指标,P5-T3,任务 P5-T3 全网性能提升验证,supports,支撑判断,未闭环容量和尾部体验可进入全网性能提升验证。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0076,IMG-290,IMG-290 原教材媒体资源,P4T2-N05,读体验与容量指标,evidenced_by,资源证据,时延结果截图需替换为时延指标对比表。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0077,IMG-291,IMG-291 原教材媒体资源,P4T2-N05,读体验与容量指标,evidenced_by,资源证据,速率结果截图需替换为速率指标对比表。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0078,IMG-292,IMG-292 原教材媒体资源,P4T2-N05,读体验与容量指标,evidenced_by,资源证据,容量结果截图需重绘容量负荷图。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0079,IMG-293,IMG-293 原教材媒体资源,P4T2-N05,读体验与容量指标,evidenced_by,资源证据,掉线结果截图需重绘掉线率证据链图。,,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0080,P4T2-N06,选择判断依据,P4T2-N02,区分改善与达标,requires,前置基础,依据分类必须继承改善与达标边界。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0081,P4T2-N06,选择判断依据,P4T2-N03,读覆盖指标,requires,前置基础,覆盖数据是依据链输入之一。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0082,P4T2-N06,选择判断依据,P4T2-N04,读移动性指标,requires,前置基础,移动性数据是依据链输入之一。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0083,P4T2-N06,选择判断依据,P4T2-N05,读体验与容量指标,requires,前置基础,体验与容量数据是依据链输入之一。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0084,P2T3-N06,归纳问题类型与原因链,P4T2-N06,选择判断依据,supports,支撑判断,问题类型与原因链支撑证据分类。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0085,P4T2-N06,选择判断依据,P4T2-N07,形成验收结论,precedes,直接递进,整理依据链后才能形成验收结论。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0086,P4T2-N07,形成验收结论,P4T2-N06,选择判断依据,requires,前置基础,验收结论必须建立在依据链分类结果上。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0087,P2T3-N08,输出分析报告并连接复测,P4T2-N07,形成验收结论,supports,支撑判断,测试数据分析报告表达支撑验收结论写作。,P2-T3,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0088,P4T2-N07,形成验收结论,P4T2-N08,修正职业表达,precedes,直接递进,提交结论后进入职业表达修正。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0089,P4T2-N07,形成验收结论,P4-T3,任务 P4-T3 优化报告输出,supports,支撑判断,四段式验收结论可进入优化报告输出任务。,P4-T2,P4-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0090,P4T2-N08,修正职业表达,P4T2-N07,形成验收结论,requires,前置基础,必须先有学生提交的验收结论，才能进入职业表达修正。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0091,P4T2-N08,修正职业表达,P4T2-N07,形成验收结论,remediates,问题回流,针对过度判断、依据不足和边界缺失进行二次修订。,P4-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,4,current
EV03-0092,P4T2-N08,修正职业表达,P4-T3,任务 P4-T3 优化报告输出,supports,支撑判断,修正后的职业表达可进入优化报告输出。,P4-T2,P4-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0093,P4T2-N08,修正职业表达,P5-T3,任务 P5-T3 全网性能提升验证,extends,问题回流,未闭环边界可转入全网性能提升验证。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,4,current
EV03-0094,P5-T2,任务 P5-T2 性能提升实施,P5T3-N01,确认性能提升方案与验证口径,precedes,直接递进,性能提升方案实施后才能确认验证口径。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0095,P4T2-N07,形成验收结论,P5T3-N01,确认性能提升方案与验证口径,supports,支撑判断,验收结论提供持续提升入口。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0096,P4T2-N08,修正职业表达,P5T3-N01,确认性能提升方案与验证口径,supports,支撑判断,职业表达修正经验支撑验证口径表达。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0097,P5T3-N01,确认性能提升方案与验证口径,P5T3-N02,选择验证数据源与复测路径,precedes,直接递进,先确认验证对象、范围、基线和达成口径，再选择数据源。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0098,P5T3-N02,选择验证数据源与复测路径,P5T3-N01,确认性能提升方案与验证口径,requires,前置基础,数据源选择必须服从验证目标和范围。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0099,P2T3-N01,明确分析任务与数据来源,P5T3-N02,选择验证数据源与复测路径,supports,支撑判断,数据来源确认能力支撑复测路径选择。,P2-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0100,P5T3-N02,选择验证数据源与复测路径,P5T3-N03,建立优化前后KPI对比基线,precedes,直接递进,先确定网管、大数据、路测或回访来源，再建立KPI对比。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0101,IMG-325,IMG-325 原教材媒体资源,P5T3-N02,选择验证数据源与复测路径,evidenced_by,资源证据,性能验证数据源图需重绘为教学化选择图。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0102,P5T3-N03,建立优化前后KPI对比基线,P5T3-N02,选择验证数据源与复测路径,requires,前置基础,KPI对比基线必须基于已确认的数据源。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0103,P2T3-N03,识读关键指标与判断边界,P5T3-N03,建立优化前后KPI对比基线,supports,支撑判断,关键指标读法支撑优化前后KPI解释。,P2-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0104,P5T3-N03,建立优化前后KPI对比基线,P5T3-N04,验证接入与保持类提升效果,precedes,直接递进,接入与保持类效果判断依赖前后KPI基线。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0105,P5T3-N03,建立优化前后KPI对比基线,P5T3-N05,验证移动性、资源与可用类提升效果,precedes,直接递进,移动性、资源和可用类效果判断依赖前后KPI基线。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0106,IMG-326,IMG-326 原教材媒体资源,P5T3-N03,建立优化前后KPI对比基线,evidenced_by,资源证据,数据中心界面需重绘为教学化KPI对比表。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0107,P5T3-N04,验证接入与保持类提升效果,P5T3-N03,建立优化前后KPI对比基线,requires,前置基础,接入与保持类效果判断必须基于优化前后KPI。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0108,P2T3-N05,判断移动性/邻区异常,P5T3-N04,验证接入与保持类提升效果,supports,支撑判断,移动性/邻区异常证据链支撑接入和保持问题解释。,P2-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0109,P4T2-N04,读移动性指标,P5T3-N04,验证接入与保持类提升效果,supports,支撑判断,移动性验证经验支撑掉线和保持类复测。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0110,P5T3-N04,验证接入与保持类提升效果,P5T3-N06,判断未闭环指标与二次分析入口,precedes,直接递进,接入与保持类未闭环问题进入二次分析入口。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0111,IMG-327,IMG-327 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,未下发A2重配截图需标注或重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0112,IMG-328,IMG-328 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,问题分析截图需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
