binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV031-INC-P3T3-011,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C07,传输参数核对表,resource_card,P3,P3-T3,parameter_table;checklist;worksheet,parameter_comparison;risk_checking,核对CIR、PIR、本地优先级、告警门限、路由策略和带宽等参数。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,传输参数是否异常必须结合承载场景和业务要求。
BV031-INC-P3T3-012,P3T3-N04,完成传输侧参数查询与承载参数核对,IMG-165,传输网管参数查询窗口截图,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估传输网管截图是否需要重绘、标注或替换。,媒体审查记录,传输网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,原截图只能作为待审媒体或重绘来源。
BV031-INC-P3T3-013,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-W04,传输参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交传输参数核对记录，说明承载风险、需补查数据和是否影响业务。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,评价学生是否能把参数表和承载场景联系起来。
BV031-INC-P3T3-014,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C08,核心网功能与QoS概念卡,resource_card,P3,P3-T3,concept_card;table;text_card,terminology_matching;data_reading,把AMF、SMF、UPF、QoS等概念与参数检查任务对应起来。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,概念解释必须服务当前参数检查任务，不能扩展成协议讲义。
BV031-INC-P3T3-015,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C09,核心网控制参数核对表,resource_card,P3,P3-T3,parameter_table;worksheet;checklist,parameter_comparison;risk_checking,核对核心网控制类参数、QoS参数和业务控制相关参数。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,协议参数和默认值需要通信专业教师复核。
BV031-INC-P3T3-016,P3T3-N05,完成核心网参数查询与业务控制参数核对,IMG-172,核心网参数查询窗口截图,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估核心网参数查询截图是否需要重绘、标注或替换。,媒体审查记录,核心网截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,原截图不能默认进入正式数字教材。
BV031-INC-P3T3-017,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-W05,核心网参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交核心网参数核对记录，说明参数用途、业务影响和复核风险。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,评价重点是参数用途和业务影响，而不是抄默认值。
BV031-INC-P3T3-018,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-C10,A3事件未触发切换案例复盘卡,resource_card,P3,P3-T3,case_table;redrawn_image;worksheet,case_analysis;problem_diagnosis,复盘A3事件未触发切换案例，区分邻区配置、目标小区状态和XN链路问题。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,案例可教学化使用，但结论和图示需专业复核。
BV031-INC-P3T3-019,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-C11,参数异常清单模板,resource_card,P3,P3-T3,worksheet;comparison_table;rubric,proposal_matching;conclusion_writing,把无线、传输、核心网检查结果汇总为异常项、影响范围、处理建议和复核状态。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,模板需保留待复核、待重绘、需补查等状态字段。
BV031-INC-P3T3-020,P3T3-N06,形成参数异常清单与后续处理建议,P3T3-RPT01,参数检查处理建议模板,assessment_output,P3,P3-T3,report_template;worksheet;rubric,proposal_matching;conclusion_writing;risk_checking,写出处理建议、适用边界、是否进入参数设置和后续复测方式。,参数异常清单与处理建议,参数异常清单与处理建议,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,评价学生能否把参数检查结果转为后续任务入口。
